fold,clusters,cluster,task,points
libero_goal_full_0,64,47,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,154
libero_goal_full_0,64,47,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_0,64,47,libero_goal/turn_on_the_stove,1
libero_goal_full_0,64,48,libero_goal/push_the_plate_to_the_front_of_the_stove,1
libero_goal_full_0,64,48,libero_goal/put_the_bowl_on_the_plate,84
libero_goal_full_0,64,48,libero_goal/put_the_bowl_on_the_stove,4
libero_goal_full_0,64,48,libero_goal/turn_on_the_stove,9
libero_goal_full_0,64,49,libero_goal/push_the_plate_to_the_front_of_the_stove,34
libero_goal_full_0,64,50,libero_goal/push_the_plate_to_the_front_of_the_stove,65
libero_goal_full_0,64,51,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2
libero_goal_full_0,64,51,libero_goal/push_the_plate_to_the_front_of_the_stove,77
libero_goal_full_0,64,52,libero_goal/push_the_plate_to_the_front_of_the_stove,5
libero_goal_full_0,64,52,libero_goal/put_the_cream_cheese_in_the_bowl,39
libero_goal_full_0,64,53,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5
libero_goal_full_0,64,53,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_0,64,53,libero_goal/put_the_bowl_on_the_plate,1
libero_goal_full_0,64,53,libero_goal/put_the_cream_cheese_in_the_bowl,2
libero_goal_full_0,64,54,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_0,64,54,libero_goal/put_the_cream_cheese_in_the_bowl,39
libero_goal_full_0,64,55,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,90
libero_goal_full_0,64,55,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_0,64,55,libero_goal/put_the_bowl_on_the_stove,1
libero_goal_full_0,64,56,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_0,64,56,libero_goal/put_the_bowl_on_top_of_the_cabinet,49
libero_goal_full_0,64,57,libero_goal/put_the_cream_cheese_in_the_bowl,15
libero_goal_full_0,64,58,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,63
libero_goal_full_0,64,58,libero_goal/push_the_plate_to_the_front_of_the_stove,5
libero_goal_full_0,64,58,libero_goal/put_the_bowl_on_the_stove,5
libero_goal_full_0,64,58,libero_goal/put_the_bowl_on_top_of_the_cabinet,25
libero_goal_full_0,64,58,libero_goal/turn_on_the_stove,26
libero_goal_full_0,64,59,libero_goal/push_the_plate_to_the_front_of_the_stove,31
libero_goal_full_0,64,60,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4
libero_goal_full_0,64,60,libero_goal/push_the_plate_to_the_front_of_the_stove,19
libero_goal_full_0,64,60,libero_goal/put_the_bowl_on_the_plate,1
libero_goal_full_0,64,61,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,60
libero_goal_full_0,64,62,libero_goal/push_the_plate_to_the_front_of_the_stove,34
libero_goal_full_0,64,63,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1
libero_goal_full_0,64,63,libero_goal/push_the_plate_to_the_front_of_the_stove,91
libero_goal_full_1,1,0,libero_goal/open_the_middle_drawer_of_the_cabinet,740
libero_goal_full_1,1,0,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,904
libero_goal_full_1,1,0,libero_goal/push_the_plate_to_the_front_of_the_stove,855
libero_goal_full_1,1,0,libero_goal/put_the_bowl_on_the_plate,128
libero_goal_full_1,1,0,libero_goal/put_the_bowl_on_the_stove,272
libero_goal_full_1,1,0,libero_goal/put_the_wine_bottle_on_the_rack,864
libero_goal_full_1,1,0,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,333
libero_goal_full_1,2,0,libero_goal/open_the_middle_drawer_of_the_cabinet,735
libero_goal_full_1,2,0,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,805
libero_goal_full_1,2,0,libero_goal/push_the_plate_to_the_front_of_the_stove,70
libero_goal_full_1,2,0,libero_goal/put_the_bowl_on_the_plate,128
libero_goal_full_1,2,0,libero_goal/put_the_bowl_on_the_stove,244
libero_goal_full_1,2,0,libero_goal/put_the_wine_bottle_on_the_rack,863
libero_goal_full_1,2,0,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,95
libero_goal_full_1,2,1,libero_goal/open_the_middle_drawer_of_the_cabinet,5
libero_goal_full_1,2,1,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,99
libero_goal_full_1,2,1,libero_goal/push_the_plate_to_the_front_of_the_stove,785
libero_goal_full_1,2,1,libero_goal/put_the_bowl_on_the_stove,28
libero_goal_full_1,2,1,libero_goal/put_the_wine_bottle_on_the_rack,1
libero_goal_full_1,2,1,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,238
libero_goal_full_1,4,0,libero_goal/open_the_middle_drawer_of_the_cabinet,396
libero_goal_full_1,4,0,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,722
libero_goal_full_1,4,0,libero_goal/push_the_plate_to_the_front_of_the_stove,37
libero_goal_full_1,4,0,libero_goal/put_the_bowl_on_the_plate,127
libero_goal_full_1,4,0,libero_goal/put_the_bowl_on_the_stove,198
libero_goal_full_1,4,0,libero_goal/put_the_wine_bottle_on_the_rack,213
libero_goal_full_1,4,0,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,77
libero_goal_full_1,4,1,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3
libero_goal_full_1,4,1,libero_goal/push_the_plate_to_the_front_of_the_stove,521
libero_goal_full_1,4,1,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1
libero_goal_full_1,4,2,libero_goal/open_the_middle_drawer_of_the_cabinet,321
libero_goal_full_1,4,2,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,55
libero_goal_full_1,4,2,libero_goal/push_the_plate_to_the_front_of_the_stove,23
libero_goal_full_1,4,2,libero_goal/put_the_bowl_on_the_plate,1
libero_goal_full_1,4,2,libero_goal/put_the_bowl_on_the_stove,2
libero_goal_full_1,4,2,libero_goal/put_the_wine_bottle_on_the_rack,645
libero_goal_full_1,4,3,libero_goal/open_the_middle_drawer_of_the_cabinet,23
libero_goal_full_1,4,3,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,124
libero_goal_full_1,4,3,libero_goal/push_the_plate_to_the_front_of_the_stove,274
libero_goal_full_1,4,3,libero_goal/put_the_bowl_on_the_stove,72
libero_goal_full_1,4,3,libero_goal/put_the_wine_bottle_on_the_rack,6
libero_goal_full_1,4,3,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,255
libero_goal_full_1,8,0,libero_goal/open_the_middle_drawer_of_the_cabinet,140
libero_goal_full_1,8,0,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,192
libero_goal_full_1,8,0,libero_goal/push_the_plate_to_the_front_of_the_stove,20
libero_goal_full_1,8,0,libero_goal/put_the_bowl_on_the_plate,14
libero_goal_full_1,8,0,libero_goal/put_the_bowl_on_the_stove,24
libero_goal_full_1,8,0,libero_goal/put_the_wine_bottle_on_the_rack,15
libero_goal_full_1,8,0,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,16
libero_goal_full_1,8,1,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,26
libero_goal_full_1,8,1,libero_goal/push_the_plate_to_the_front_of_the_stove,303
libero_goal_full_1,8,1,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,22
libero_goal_full_1,8,2,libero_goal/open_the_middle_drawer_of_the_cabinet,58
libero_goal_full_1,8,2,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,113
libero_goal_full_1,8,2,libero_goal/push_the_plate_to_the_front_of_the_stove,30
libero_goal_full_1,8,2,libero_goal/put_the_bowl_on_the_plate,114
libero_goal_full_1,8,2,libero_goal/put_the_bowl_on_the_stove,224
libero_goal_full_1,8,2,libero_goal/put_the_wine_bottle_on_the_rack,47
libero_goal_full_1,8,2,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,65
libero_goal_full_1,8,3,libero_goal/push_the_plate_to_the_front_of_the_stove,366
libero_goal_full_1,8,4,libero_goal/open_the_middle_drawer_of_the_cabinet,195
libero_goal_full_1,8,4,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39
libero_goal_full_1,8,4,libero_goal/push_the_plate_to_the_front_of_the_stove,6
libero_goal_full_1,8,4,libero_goal/put_the_wine_bottle_on_the_rack,241
libero_goal_full_1,8,5,libero_goal/open_the_middle_drawer_of_the_cabinet,221
libero_goal_full_1,8,5,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,497
libero_goal_full_1,8,5,libero_goal/push_the_plate_to_the_front_of_the_stove,11
libero_goal_full_1,8,5,libero_goal/put_the_bowl_on_the_stove,7
libero_goal_full_1,8,5,libero_goal/put_the_wine_bottle_on_the_rack,89
libero_goal_full_1,8,5,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,7
libero_goal_full_1,8,6,libero_goal/open_the_middle_drawer_of_the_cabinet,117
libero_goal_full_1,8,6,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2
libero_goal_full_1,8,6,libero_goal/push_the_plate_to_the_front_of_the_stove,7
libero_goal_full_1,8,6,libero_goal/put_the_wine_bottle_on_the_rack,472
libero_goal_full_1,8,7,libero_goal/open_the_middle_drawer_of_the_cabinet,9
libero_goal_full_1,8,7,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,35
libero_goal_full_1,8,7,libero_goal/push_the_plate_to_the_front_of_the_stove,112
libero_goal_full_1,8,7,libero_goal/put_the_bowl_on_the_stove,17
libero_goal_full_1,8,7,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,223
libero_goal_full_1,16,0,libero_goal/open_the_middle_drawer_of_the_cabinet,28
libero_goal_full_1,16,0,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,168
libero_goal_full_1,16,0,libero_goal/push_the_plate_to_the_front_of_the_stove,17
libero_goal_full_1,16,0,libero_goal/put_the_wine_bottle_on_the_rack,6
libero_goal_full_1,16,0,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,2
libero_goal_full_1,16,1,libero_goal/push_the_plate_to_the_front_of_the_stove,184
libero_goal_full_1,16,2,libero_goal/open_the_middle_drawer_of_the_cabinet,62
libero_goal_full_1,16,2,libero_goal/push_the_plate_to_the_front_of_the_stove,6
libero_goal_full_1,16,2,libero_goal/put_the_wine_bottle_on_the_rack,271
libero_goal_full_1,16,3,libero_goal/open_the_middle_drawer_of_the_cabinet,24
libero_goal_full_1,16,3,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,150
libero_goal_full_1,16,3,libero_goal/put_the_bowl_on_the_plate,3
libero_goal_full_1,16,3,libero_goal/put_the_bowl_on_the_stove,13
libero_goal_full_1,16,3,libero_goal/put_the_wine_bottle_on_the_rack,1
libero_goal_full_1,16,3,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,11
libero_goal_full_1,16,4,libero_goal/open_the_middle_drawer_of_the_cabinet,1
libero_goal_full_1,16,4,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22
libero_goal_full_1,16,4,libero_goal/push_the_plate_to_the_front_of_the_stove,184
libero_goal_full_1,16,4,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,41
libero_goal_full_1,16,5,libero_goal/open_the_middle_drawer_of_the_cabinet,144
libero_goal_full_1,16,5,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13
libero_goal_full_1,16,5,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_1,16,5,libero_goal/put_the_wine_bottle_on_the_rack,178
libero_goal_full_1,16,6,libero_goal/push_the_plate_to_the_front_of_the_stove,140
libero_goal_full_1,16,6,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,6
libero_goal_full_1,16,7,libero_goal/open_the_middle_drawer_of_the_cabinet,41
libero_goal_full_1,16,7,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,98
libero_goal_full_1,16,7,libero_goal/push_the_plate_to_the_front_of_the_stove,7
libero_goal_full_1,16,7,libero_goal/put_the_bowl_on_the_plate,107
libero_goal_full_1,16,7,libero_goal/put_the_bowl_on_the_stove,113
libero_goal_full_1,16,7,libero_goal/put_the_wine_bottle_on_the_rack,2
libero_goal_full_1,16,7,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,32
libero_goal_full_1,16,8,libero_goal/open_the_middle_drawer_of_the_cabinet,1
libero_goal_full_1,16,8,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10
libero_goal_full_1,16,8,libero_goal/push_the_plate_to_the_front_of_the_stove,15
libero_goal_full_1,16,8,libero_goal/put_the_bowl_on_the_stove,2
libero_goal_full_1,16,8,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,152
libero_goal_full_1,16,9,libero_goal/open_the_middle_drawer_of_the_cabinet,129
libero_goal_full_1,16,9,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16
libero_goal_full_1,16,9,libero_goal/push_the_plate_to_the_front_of_the_stove,20
libero_goal_full_1,16,9,libero_goal/put_the_bowl_on_the_plate,3
libero_goal_full_1,16,9,libero_goal/put_the_wine_bottle_on_the_rack,22
libero_goal_full_1,16,9,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,2
libero_goal_full_1,16,10,libero_goal/open_the_middle_drawer_of_the_cabinet,14
libero_goal_full_1,16,10,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19
libero_goal_full_1,16,10,libero_goal/push_the_plate_to_the_front_of_the_stove,43
libero_goal_full_1,16,10,libero_goal/put_the_bowl_on_the_plate,10
libero_goal_full_1,16,10,libero_goal/put_the_bowl_on_the_stove,131
libero_goal_full_1,16,10,libero_goal/put_the_wine_bottle_on_the_rack,6
libero_goal_full_1,16,10,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,82
libero_goal_full_1,16,11,libero_goal/open_the_middle_drawer_of_the_cabinet,12
libero_goal_full_1,16,11,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4
libero_goal_full_1,16,11,libero_goal/push_the_plate_to_the_front_of_the_stove,1
libero_goal_full_1,16,11,libero_goal/put_the_bowl_on_the_plate,1
libero_goal_full_1,16,11,libero_goal/put_the_wine_bottle_on_the_rack,156
libero_goal_full_1,16,12,libero_goal/open_the_middle_drawer_of_the_cabinet,94
libero_goal_full_1,16,12,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,235
libero_goal_full_1,16,12,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_1,16,12,libero_goal/put_the_bowl_on_the_stove,11
libero_goal_full_1,16,12,libero_goal/put_the_wine_bottle_on_the_rack,5
libero_goal_full_1,16,12,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,4
libero_goal_full_1,16,13,libero_goal/open_the_middle_drawer_of_the_cabinet,57
libero_goal_full_1,16,13,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_1,16,13,libero_goal/put_the_wine_bottle_on_the_rack,93
libero_goal_full_1,16,14,libero_goal/push_the_plate_to_the_front_of_the_stove,220
libero_goal_full_1,16,14,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1
libero_goal_full_1,16,15,libero_goal/open_the_middle_drawer_of_the_cabinet,133
libero_goal_full_1,16,15,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,169
libero_goal_full_1,16,15,libero_goal/push_the_plate_to_the_front_of_the_stove,12
libero_goal_full_1,16,15,libero_goal/put_the_bowl_on_the_plate,4
libero_goal_full_1,16,15,libero_goal/put_the_bowl_on_the_stove,2
libero_goal_full_1,16,15,libero_goal/put_the_wine_bottle_on_the_rack,124
libero_goal_full_1,32,0,libero_goal/push_the_plate_to_the_front_of_the_stove,123
libero_goal_full_1,32,1,libero_goal/open_the_middle_drawer_of_the_cabinet,23
libero_goal_full_1,32,1,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,125
libero_goal_full_1,32,1,libero_goal/put_the_wine_bottle_on_the_rack,7
libero_goal_full_1,32,2,libero_goal/open_the_middle_drawer_of_the_cabinet,2
libero_goal_full_1,32,2,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1
libero_goal_full_1,32,2,libero_goal/put_the_wine_bottle_on_the_rack,87
libero_goal_full_1,32,3,libero_goal/push_the_plate_to_the_front_of_the_stove,10
libero_goal_full_1,32,3,libero_goal/put_the_bowl_on_the_stove,1
libero_goal_full_1,32,3,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,82
libero_goal_full_1,32,4,libero_goal/open_the_middle_drawer_of_the_cabinet,57
libero_goal_full_1,32,4,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,71
libero_goal_full_1,32,4,libero_goal/push_the_plate_to_the_front_of_the_stove,1
libero_goal_full_1,32,4,libero_goal/put_the_bowl_on_the_plate,5
libero_goal_full_1,32,4,libero_goal/put_the_bowl_on_the_stove,85
libero_goal_full_1,32,4,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,36
libero_goal_full_1,32,5,libero_goal/open_the_middle_drawer_of_the_cabinet,41
libero_goal_full_1,32,5,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_1,32,5,libero_goal/put_the_wine_bottle_on_the_rack,81
libero_goal_full_1,32,6,libero_goal/open_the_middle_drawer_of_the_cabinet,83
libero_goal_full_1,32,6,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19
libero_goal_full_1,32,6,libero_goal/push_the_plate_to_the_front_of_the_stove,10
libero_goal_full_1,32,6,libero_goal/put_the_bowl_on_the_plate,1
libero_goal_full_1,32,6,libero_goal/put_the_wine_bottle_on_the_rack,5
libero_goal_full_1,32,7,libero_goal/push_the_plate_to_the_front_of_the_stove,107
libero_goal_full_1,32,8,libero_goal/push_the_plate_to_the_front_of_the_stove,43
libero_goal_full_1,32,8,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,4
libero_goal_full_1,32,9,libero_goal/open_the_middle_drawer_of_the_cabinet,38
libero_goal_full_1,32,9,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,28
libero_goal_full_1,32,9,libero_goal/push_the_plate_to_the_front_of_the_stove,1
libero_goal_full_1,32,9,libero_goal/put_the_wine_bottle_on_the_rack,98
libero_goal_full_1,32,10,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9
libero_goal_full_1,32,10,libero_goal/push_the_plate_to_the_front_of_the_stove,3
libero_goal_full_1,32,10,libero_goal/put_the_bowl_on_the_plate,10
libero_goal_full_1,32,10,libero_goal/put_the_bowl_on_the_stove,119
libero_goal_full_1,32,10,libero_goal/put_the_wine_bottle_on_the_rack,1
libero_goal_full_1,32,10,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,34
libero_goal_full_1,32,11,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,44
libero_goal_full_1,32,11,libero_goal/push_the_plate_to_the_front_of_the_stove,1
libero_goal_full_1,32,12,libero_goal/open_the_middle_drawer_of_the_cabinet,29
libero_goal_full_1,32,12,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,84
libero_goal_full_1,32,12,libero_goal/push_the_plate_to_the_front_of_the_stove,2
libero_goal_full_1,32,12,libero_goal/put_the_bowl_on_the_plate,7
libero_goal_full_1,32,12,libero_goal/put_the_bowl_on_the_stove,25
libero_goal_full_1,32,12,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,3
libero_goal_full_1,32,13,libero_goal/open_the_middle_drawer_of_the_cabinet,10
libero_goal_full_1,32,13,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,85
libero_goal_full_1,32,13,libero_goal/push_the_plate_to_the_front_of_the_stove,1
libero_goal_full_1,32,13,libero_goal/put_the_bowl_on_the_stove,2
libero_goal_full_1,32,13,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,3
libero_goal_full_1,32,14,libero_goal/open_the_middle_drawer_of_the_cabinet,46
libero_goal_full_1,32,14,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,63
libero_goal_full_1,32,14,libero_goal/push_the_plate_to_the_front_of_the_stove,1
libero_goal_full_1,32,14,libero_goal/put_the_bowl_on_the_plate,2
libero_goal_full_1,32,14,libero_goal/put_the_wine_bottle_on_the_rack,92
libero_goal_full_1,32,15,libero_goal/open_the_middle_drawer_of_the_cabinet,27
libero_goal_full_1,32,15,libero_goal/put_the_wine_bottle_on_the_rack,42
libero_goal_full_1,32,16,libero_goal/open_the_middle_drawer_of_the_cabinet,2
libero_goal_full_1,32,16,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7
libero_goal_full_1,32,16,libero_goal/push_the_plate_to_the_front_of_the_stove,20
libero_goal_full_1,32,16,libero_goal/put_the_bowl_on_the_plate,2
libero_goal_full_1,32,16,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,6
libero_goal_full_1,32,17,libero_goal/open_the_middle_drawer_of_the_cabinet,70
libero_goal_full_1,32,17,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3
libero_goal_full_1,32,17,libero_goal/push_the_plate_to_the_front_of_the_stove,10
libero_goal_full_1,32,17,libero_goal/put_the_wine_bottle_on_the_rack,23
libero_goal_full_1,32,18,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1
libero_goal_full_1,32,18,libero_goal/push_the_plate_to_the_front_of_the_stove,152
libero_goal_full_1,32,18,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,2
