global_row,task,init_state_id,episode,source,score,peak_query,descending_rank,method,fold
2736,libero_goal/put_the_bowl_on_the_plate,42,336,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,1.6947623491287231,7,61,norm_only,libero_goal_full_0
7287,libero_goal/turn_on_the_stove,10,87,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,1.6916276216506958,7,62,norm_only,libero_goal_full_0
3204,libero_goal/put_the_bowl_on_the_stove,0,4,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.6561495065689087,7,63,norm_only,libero_goal_full_0
3534,libero_goal/put_the_bowl_on_the_stove,41,334,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.612719178199768,7,64,norm_only,libero_goal_full_0
7542,libero_goal/turn_on_the_stove,42,342,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,1.6000778675079346,7,65,norm_only,libero_goal_full_0
3513,libero_goal/put_the_bowl_on_the_stove,39,313,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.5906240940093994,8,66,norm_only,libero_goal_full_0
3525,libero_goal/put_the_bowl_on_the_stove,40,325,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.4066704511642456,8,67,norm_only,libero_goal_full_0
7408,libero_goal/turn_on_the_stove,26,208,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,1.3568891286849976,7,68,norm_only,libero_goal_full_0
7363,libero_goal/turn_on_the_stove,20,163,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,1.2845003604888916,7,69,norm_only,libero_goal_full_0
7512,libero_goal/turn_on_the_stove,39,312,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,-inf,-1,70,norm_only,libero_goal_full_0
4801,libero_goal/put_the_cream_cheese_in_the_bowl,0,1,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,7.242669582366943,10,1,c1_centroid_distance,libero_goal_full_0
1709,libero_goal/push_the_plate_to_the_front_of_the_stove,13,109,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,7.0924811363220215,11,2,c1_centroid_distance,libero_goal_full_0
1933,libero_goal/push_the_plate_to_the_front_of_the_stove,41,333,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,6.684494972229004,11,3,c1_centroid_distance,libero_goal_full_0
1687,libero_goal/push_the_plate_to_the_front_of_the_stove,10,87,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,6.328058242797852,11,4,c1_centroid_distance,libero_goal_full_0
5132,libero_goal/put_the_cream_cheese_in_the_bowl,41,332,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,6.133917331695557,9,5,c1_centroid_distance,libero_goal_full_0
4965,libero_goal/put_the_cream_cheese_in_the_bowl,20,165,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,5.925168037414551,9,6,c1_centroid_distance,libero_goal_full_0
7206,libero_goal/turn_on_the_stove,0,6,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,5.855499267578125,8,7,c1_centroid_distance,libero_goal_full_0
5138,libero_goal/put_the_cream_cheese_in_the_bowl,42,338,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,5.802838325500488,8,8,c1_centroid_distance,libero_goal_full_0
1602,libero_goal/push_the_plate_to_the_front_of_the_stove,0,2,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,5.566939353942871,11,9,c1_centroid_distance,libero_goal_full_0
5068,libero_goal/put_the_cream_cheese_in_the_bowl,33,268,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,5.556863784790039,9,10,c1_centroid_distance,libero_goal_full_0
1867,libero_goal/push_the_plate_to_the_front_of_the_stove,33,267,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,5.522519588470459,11,11,c1_centroid_distance,libero_goal_full_0
1815,libero_goal/push_the_plate_to_the_front_of_the_stove,26,215,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,5.4850029945373535,11,12,c1_centroid_distance,libero_goal_full_0
5008,libero_goal/put_the_cream_cheese_in_the_bowl,26,208,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,4.992738723754883,8,13,c1_centroid_distance,libero_goal_full_0
1917,libero_goal/push_the_plate_to_the_front_of_the_stove,39,317,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,4.973701000213623,11,14,c1_centroid_distance,libero_goal_full_0
1925,libero_goal/push_the_plate_to_the_front_of_the_stove,40,325,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,4.953642845153809,12,15,c1_centroid_distance,libero_goal_full_0
4904,libero_goal/put_the_cream_cheese_in_the_bowl,13,104,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,4.912381649017334,8,16,c1_centroid_distance,libero_goal_full_0
5120,libero_goal/put_the_cream_cheese_in_the_bowl,40,320,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,4.90269660949707,8,17,c1_centroid_distance,libero_goal_full_0
1938,libero_goal/push_the_plate_to_the_front_of_the_stove,42,338,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,4.875120162963867,11,18,c1_centroid_distance,libero_goal_full_0
1765,libero_goal/push_the_plate_to_the_front_of_the_stove,20,165,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,4.856236934661865,11,19,c1_centroid_distance,libero_goal_full_0
804,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,4,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,4.817734718322754,18,20,c1_centroid_distance,libero_goal_full_0
5114,libero_goal/put_the_cream_cheese_in_the_bowl,39,314,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,4.586916446685791,8,21,c1_centroid_distance,libero_goal_full_0
4882,libero_goal/put_the_cream_cheese_in_the_bowl,10,82,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,4.283656597137451,8,22,c1_centroid_distance,libero_goal_full_0
880,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,80,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,4.246784687042236,17,23,c1_centroid_distance,libero_goal_full_0
965,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,165,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,4.176115036010742,11,24,c1_centroid_distance,libero_goal_full_0
1068,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,33,268,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,4.025123119354248,18,25,c1_centroid_distance,libero_goal_full_0
1143,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,42,343,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.9080793857574463,17,26,c1_centroid_distance,libero_goal_full_0
1117,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,317,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.892733573913574,11,27,c1_centroid_distance,libero_goal_full_0
1130,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,41,330,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.789151191711426,11,28,c1_centroid_distance,libero_goal_full_0
1012,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,26,212,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.6913375854492188,18,29,c1_centroid_distance,libero_goal_full_0
2506,libero_goal/put_the_bowl_on_the_plate,13,106,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,3.317528486251831,8,30,c1_centroid_distance,libero_goal_full_0
7526,libero_goal/turn_on_the_stove,40,326,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,3.242161273956299,7,31,c1_centroid_distance,libero_goal_full_0
909,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,109,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.233672857284546,18,32,c1_centroid_distance,libero_goal_full_0
2608,libero_goal/put_the_bowl_on_the_plate,26,208,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,3.1285688877105713,7,33,c1_centroid_distance,libero_goal_full_0
7465,libero_goal/turn_on_the_stove,33,265,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,3.112164258956909,7,34,c1_centroid_distance,libero_goal_full_0
4271,libero_goal/put_the_bowl_on_top_of_the_cabinet,33,271,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,3.0511884689331055,7,35,c1_centroid_distance,libero_goal_full_0
2730,libero_goal/put_the_bowl_on_the_plate,41,330,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,2.9884512424468994,7,36,c1_centroid_distance,libero_goal_full_0
2561,libero_goal/put_the_bowl_on_the_plate,20,161,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,2.9613969326019287,7,37,c1_centroid_distance,libero_goal_full_0
4211,libero_goal/put_the_bowl_on_top_of_the_cabinet,26,211,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,2.7872977256774902,9,38,c1_centroid_distance,libero_goal_full_0
2723,libero_goal/put_the_bowl_on_the_plate,40,323,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,2.6971628665924072,7,39,c1_centroid_distance,libero_goal_full_0
4081,libero_goal/put_the_bowl_on_top_of_the_cabinet,10,81,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,2.664663076400757,7,40,c1_centroid_distance,libero_goal_full_0
7306,libero_goal/turn_on_the_stove,13,106,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,2.6582512855529785,7,41,c1_centroid_distance,libero_goal_full_0
4321,libero_goal/put_the_bowl_on_top_of_the_cabinet,40,321,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,2.632668972015381,7,42,c1_centroid_distance,libero_goal_full_0
3538,libero_goal/put_the_bowl_on_the_stove,42,338,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,2.5399365425109863,9,43,c1_centroid_distance,libero_goal_full_0
4337,libero_goal/put_the_bowl_on_top_of_the_cabinet,42,337,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,2.4659817218780518,7,44,c1_centroid_distance,libero_goal_full_0
2483,libero_goal/put_the_bowl_on_the_plate,10,83,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,2.4453067779541016,7,45,c1_centroid_distance,libero_goal_full_0
4319,libero_goal/put_the_bowl_on_top_of_the_cabinet,39,319,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,2.400193452835083,7,46,c1_centroid_distance,libero_goal_full_0
7530,libero_goal/turn_on_the_stove,41,330,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,2.369871139526367,7,47,c1_centroid_distance,libero_goal_full_0
1127,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,40,327,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,2.3163442611694336,11,48,c1_centroid_distance,libero_goal_full_0
4328,libero_goal/put_the_bowl_on_top_of_the_cabinet,41,328,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,2.315199851989746,7,49,c1_centroid_distance,libero_goal_full_0
4161,libero_goal/put_the_bowl_on_top_of_the_cabinet,20,161,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,2.3009023666381836,7,50,c1_centroid_distance,libero_goal_full_0
2670,libero_goal/put_the_bowl_on_the_plate,33,270,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,2.240252733230591,7,51,c1_centroid_distance,libero_goal_full_0
3283,libero_goal/put_the_bowl_on_the_stove,10,83,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,2.1957333087921143,7,52,c1_centroid_distance,libero_goal_full_0
3304,libero_goal/put_the_bowl_on_the_stove,13,104,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,2.1311235427856445,7,53,c1_centroid_distance,libero_goal_full_0
2714,libero_goal/put_the_bowl_on_the_plate,39,314,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,2.1193716526031494,7,54,c1_centroid_distance,libero_goal_full_0
3360,libero_goal/put_the_bowl_on_the_stove,20,160,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,2.0541794300079346,8,55,c1_centroid_distance,libero_goal_full_0
3411,libero_goal/put_the_bowl_on_the_stove,26,211,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,2.009934186935425,7,56,c1_centroid_distance,libero_goal_full_0
2405,libero_goal/put_the_bowl_on_the_plate,0,5,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,1.9795010089874268,7,57,c1_centroid_distance,libero_goal_full_0
7287,libero_goal/turn_on_the_stove,10,87,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,1.969602346420288,7,58,c1_centroid_distance,libero_goal_full_0
2736,libero_goal/put_the_bowl_on_the_plate,42,336,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_plate/right-50x8-20260903,1.8930938243865967,7,59,c1_centroid_distance,libero_goal_full_0
4106,libero_goal/put_the_bowl_on_top_of_the_cabinet,13,106,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,1.8915586471557617,7,60,c1_centroid_distance,libero_goal_full_0
3464,libero_goal/put_the_bowl_on_the_stove,33,264,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.8645776510238647,7,61,c1_centroid_distance,libero_goal_full_0
4000,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,1.764689326286316,8,62,c1_centroid_distance,libero_goal_full_0
3513,libero_goal/put_the_bowl_on_the_stove,39,313,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.757609486579895,8,63,c1_centroid_distance,libero_goal_full_0
3526,libero_goal/put_the_bowl_on_the_stove,40,326,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.6772297620773315,8,64,c1_centroid_distance,libero_goal_full_0
3204,libero_goal/put_the_bowl_on_the_stove,0,4,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.6723765134811401,7,65,c1_centroid_distance,libero_goal_full_0
7542,libero_goal/turn_on_the_stove,42,342,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,1.5651109218597412,7,66,c1_centroid_distance,libero_goal_full_0
7408,libero_goal/turn_on_the_stove,26,208,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,1.5246610641479492,7,67,c1_centroid_distance,libero_goal_full_0
3534,libero_goal/put_the_bowl_on_the_stove,41,334,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,1.4476546049118042,7,68,c1_centroid_distance,libero_goal_full_0
7360,libero_goal/turn_on_the_stove,20,160,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,1.4137828350067139,7,69,c1_centroid_distance,libero_goal_full_0
7512,libero_goal/turn_on_the_stove,39,312,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,-inf,-1,70,c1_centroid_distance,libero_goal_full_0
1602,libero_goal/push_the_plate_to_the_front_of_the_stove,0,2,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,5.4769697189331055,13,1,c4_centroid_distance,libero_goal_full_0
1913,libero_goal/push_the_plate_to_the_front_of_the_stove,39,313,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,4.243650436401367,12,2,c4_centroid_distance,libero_goal_full_0
7206,libero_goal/turn_on_the_stove,0,6,cache_new/HiMoE-VLA/libero_goal/turn_on_the_stove/right-50x8-20260903,3.9941964149475098,8,3,c4_centroid_distance,libero_goal_full_0
801,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,1,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.884047508239746,10,4,c4_centroid_distance,libero_goal_full_0
1765,libero_goal/push_the_plate_to_the_front_of_the_stove,20,165,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,3.706230640411377,13,5,c4_centroid_distance,libero_goal_full_0
880,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,80,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.632208824157715,17,6,c4_centroid_distance,libero_goal_full_0
966,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,166,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.5923924446105957,10,7,c4_centroid_distance,libero_goal_full_0
1808,libero_goal/push_the_plate_to_the_front_of_the_stove,26,208,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,3.5077590942382812,12,8,c4_centroid_distance,libero_goal_full_0
1115,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,315,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.4282853603363037,18,9,c4_centroid_distance,libero_goal_full_0
1705,libero_goal/push_the_plate_to_the_front_of_the_stove,13,105,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,3.2481703758239746,14,10,c4_centroid_distance,libero_goal_full_0
4887,libero_goal/put_the_cream_cheese_in_the_bowl,10,87,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,3.2347824573516846,8,11,c4_centroid_distance,libero_goal_full_0
1143,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,42,343,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.2007386684417725,17,12,c4_centroid_distance,libero_goal_full_0
1066,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,33,266,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.183255910873413,18,13,c4_centroid_distance,libero_goal_full_0
1134,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,41,334,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,3.09009051322937,16,14,c4_centroid_distance,libero_goal_full_0
4211,libero_goal/put_the_bowl_on_top_of_the_cabinet,26,211,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,3.0215587615966797,9,15,c4_centroid_distance,libero_goal_full_0
1867,libero_goal/push_the_plate_to_the_front_of_the_stove,33,267,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,2.973971366882324,13,16,c4_centroid_distance,libero_goal_full_0
1940,libero_goal/push_the_plate_to_the_front_of_the_stove,42,340,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,2.922304391860962,11,17,c4_centroid_distance,libero_goal_full_0
1011,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,26,211,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,2.881760358810425,18,18,c4_centroid_distance,libero_goal_full_0
4801,libero_goal/put_the_cream_cheese_in_the_bowl,0,1,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,2.7973008155822754,10,19,c4_centroid_distance,libero_goal_full_0
