series,direction,quantile,rule,params,basis,d_fp0,d_tp4,d_fp4,d_tp12,d_tp16,conc12,gain12,top_task
state_mob_all,low,0.98,excursion,"{""m"": 3, ""k"": 5}",global,28,11,21,6,5,0.3333333333333333,6,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
state_mob_all,low,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,44,8,27,5,3,0.4,5,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.98,excursion,"{""m"": 4, ""k"": 6}",global,17,3,12,4,4,0.5,4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
state_mob_all,low,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,8,4,5,1,1,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,hard,"{""confirm"": 1}",global,13,8,11,2,2,1.0,2,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,hard,"{""confirm"": 1}",strat,1301,35,949,45,32,0.5111111111111111,45,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,hard,"{""confirm"": 2}",global,6,2,4,1,0,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,hard,"{""confirm"": 2}",strat,118,12,84,16,11,0.625,16,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,hard,"{""confirm"": 3}",global,1,0,1,0,0,0.0,0,-
state_mob_all,low,0.99,hard,"{""confirm"": 3}",strat,11,4,10,5,3,0.4,5,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,excursion,"{""m"": 2, ""k"": 3}",global,6,2,4,1,0,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,122,12,87,16,11,0.625,16,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,excursion,"{""m"": 3, ""k"": 5}",global,1,0,1,0,0,0.0,0,-
state_mob_all,low,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,14,4,13,5,3,0.4,5,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.99,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
state_mob_all,low,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,3,2,2,1,1,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.995,hard,"{""confirm"": 1}",global,1,2,1,1,0,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.995,hard,"{""confirm"": 1}",strat,679,21,499,27,17,0.5555555555555556,27,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.995,hard,"{""confirm"": 2}",global,0,0,0,0,0,0.0,0,-
state_mob_all,low,0.995,hard,"{""confirm"": 2}",strat,39,4,33,6,4,0.5,6,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.995,hard,"{""confirm"": 3}",global,0,0,0,0,0,0.0,0,-
state_mob_all,low,0.995,hard,"{""confirm"": 3}",strat,5,2,5,1,1,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.995,excursion,"{""m"": 2, ""k"": 3}",global,0,0,0,0,0,0.0,0,-
state_mob_all,low,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,39,4,33,6,4,0.5,6,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.995,excursion,"{""m"": 3, ""k"": 5}",global,0,0,0,0,0,0.0,0,-
state_mob_all,low,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,6,2,6,1,1,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.995,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
state_mob_all,low,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,1,1,1,1,1,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,hard,"{""confirm"": 1}",global,6433,101,5453,178,163,0.29775280898876405,178,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,hard,"{""confirm"": 1}",strat,8033,116,6642,196,173,0.25510204081632654,196,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,hard,"{""confirm"": 2}",global,1957,70,1519,116,98,0.4224137931034483,116,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,hard,"{""confirm"": 2}",strat,2054,68,1579,103,75,0.32038834951456313,103,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,hard,"{""confirm"": 3}",global,633,31,470,47,42,0.7446808510638298,47,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,hard,"{""confirm"": 3}",strat,401,31,302,41,25,0.6097560975609756,41,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,excursion,"{""m"": 2, ""k"": 3}",global,2116,71,1640,118,100,0.423728813559322,118,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,2285,72,1734,108,82,0.3425925925925926,108,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,excursion,"{""m"": 3, ""k"": 5}",global,960,38,701,61,51,0.6885245901639344,61,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,727,40,456,59,35,0.4745762711864407,59,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,excursion,"{""m"": 4, ""k"": 6}",global,451,29,325,44,38,0.7727272727272727,44,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,239,26,161,35,23,0.6285714285714286,35,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,hard,"{""confirm"": 1}",global,3824,81,3202,130,118,0.4,130,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,hard,"{""confirm"": 1}",strat,4975,86,4069,133,112,0.3233082706766917,133,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,hard,"{""confirm"": 2}",global,825,39,620,71,59,0.5633802816901409,71,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,hard,"{""confirm"": 2}",strat,721,44,543,58,36,0.39655172413793105,58,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,hard,"{""confirm"": 3}",global,205,22,165,32,28,0.84375,32,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,hard,"{""confirm"": 3}",strat,97,14,76,16,8,0.5625,16,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,excursion,"{""m"": 2, ""k"": 3}",global,926,42,708,74,64,0.5675675675675675,74,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,854,46,640,62,41,0.4032258064516129,62,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,excursion,"{""m"": 3, ""k"": 5}",global,326,24,264,35,32,0.8571428571428571,35,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,209,20,128,24,13,0.5833333333333334,24,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,excursion,"{""m"": 4, ""k"": 6}",global,110,20,91,30,25,0.9,30,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,54,9,36,5,2,0.6,5,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,hard,"{""confirm"": 1}",global,3217,65,2705,107,97,0.4766355140186916,107,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,hard,"{""confirm"": 1}",strat,4188,80,3444,121,101,0.33884297520661155,121,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,hard,"{""confirm"": 2}",global,595,31,446,56,49,0.6607142857142857,56,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,hard,"{""confirm"": 2}",strat,528,36,394,48,30,0.3958333333333333,48,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,hard,"{""confirm"": 3}",global,136,19,119,28,24,0.8571428571428571,28,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,hard,"{""confirm"": 3}",strat,71,12,55,12,5,0.5,12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,excursion,"{""m"": 2, ""k"": 3}",global,677,32,517,58,51,0.6551724137931034,58,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,621,36,457,52,34,0.38461538461538464,52,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,excursion,"{""m"": 3, ""k"": 5}",global,227,20,192,31,29,0.8709677419354839,31,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,147,16,94,16,7,0.5625,16,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,excursion,"{""m"": 4, ""k"": 6}",global,64,19,53,26,19,0.8846153846153846,26,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,37,6,25,4,1,0.5,4,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,hard,"{""confirm"": 1}",global,1856,40,1568,70,68,0.6285714285714286,70,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,hard,"{""confirm"": 1}",strat,2459,50,2009,75,60,0.38666666666666666,75,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,hard,"{""confirm"": 2}",global,235,25,173,34,30,0.7352941176470589,34,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,hard,"{""confirm"": 2}",strat,169,16,123,22,13,0.3181818181818182,22,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,hard,"{""confirm"": 3}",global,38,12,28,15,11,0.7333333333333333,15,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,hard,"{""confirm"": 3}",strat,15,4,12,2,0,1.0,2,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.98,excursion,"{""m"": 2, ""k"": 3}",global,284,25,220,36,34,0.75,36,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,204,17,148,24,16,0.2916666666666667,24,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,excursion,"{""m"": 3, ""k"": 5}",global,68,14,55,18,15,0.7777777777777778,18,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,28,6,20,3,0,0.6666666666666666,3,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.98,excursion,"{""m"": 4, ""k"": 6}",global,9,9,8,6,3,0.6666666666666666,6,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,4,4,2,1,0,1.0,1,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.99,hard,"{""confirm"": 1}",global,1063,35,912,49,47,0.7755102040816326,49,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.99,hard,"{""confirm"": 1}",strat,1371,30,1119,40,36,0.425,40,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.99,hard,"{""confirm"": 2}",global,82,18,57,21,19,0.7619047619047619,21,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.99,hard,"{""confirm"": 2}",strat,65,7,46,5,4,0.4,5,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.99,hard,"{""confirm"": 3}",global,4,6,1,3,1,0.6666666666666666,3,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.99,hard,"{""confirm"": 3}",strat,6,2,5,1,0,1.0,1,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.99,excursion,"{""m"": 2, ""k"": 3}",global,99,19,73,22,20,0.7727272727272727,22,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,80,8,57,5,4,0.4,5,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.99,excursion,"{""m"": 3, ""k"": 5}",global,10,7,8,4,1,0.5,4,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,9,2,6,1,0,1.0,1,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.99,excursion,"{""m"": 4, ""k"": 6}",global,2,4,2,1,0,1.0,1,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,1,2,1,1,0,1.0,1,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.995,hard,"{""confirm"": 1}",global,596,22,511,31,32,0.8387096774193549,31,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.995,hard,"{""confirm"": 1}",strat,780,21,637,26,23,0.46153846153846156,26,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.995,hard,"{""confirm"": 2}",global,29,7,23,7,5,0.7142857142857143,7,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.995,hard,"{""confirm"": 2}",strat,26,2,18,3,2,0.3333333333333333,3,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate
rank_footrule_open_all,high,0.995,hard,"{""confirm"": 3}",global,1,4,0,2,0,1.0,2,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.995,hard,"{""confirm"": 3}",strat,0,0,0,0,0,0.0,0,-
rank_footrule_open_all,high,0.995,excursion,"{""m"": 2, ""k"": 3}",global,33,8,26,7,5,0.7142857142857143,7,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,high,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,31,3,21,4,2,0.5,4,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.995,excursion,"{""m"": 3, ""k"": 5}",global,2,5,1,3,0,0.6666666666666666,3,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,0,0,0,0,0,0.0,0,-
rank_footrule_open_all,high,0.995,excursion,"{""m"": 4, ""k"": 6}",global,0,3,0,1,0,1.0,1,put_the_wine_bottle_on_the_rack
rank_footrule_open_all,high,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,0,0,0,0,0,0.0,0,-
rank_footrule_open_all,low,0.9,hard,"{""confirm"": 1}",global,7166,110,5565,173,186,0.31213872832369943,173,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.9,hard,"{""confirm"": 1}",strat,8528,125,6202,187,185,0.2887700534759358,187,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.9,hard,"{""confirm"": 2}",global,2784,72,2593,125,141,0.424,125,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.9,hard,"{""confirm"": 2}",strat,2023,56,1439,60,63,0.4,60,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.9,hard,"{""confirm"": 3}",global,1092,41,1090,70,82,0.5142857142857142,70,open_the_top_drawer_and_put_the_bowl_inside
rank_footrule_open_all,low,0.9,hard,"{""confirm"": 3}",strat,504,22,382,12,14,0.25,12,open_the_top_drawer_and_put_the_bowl_inside
rank_footrule_open_all,low,0.9,excursion,"{""m"": 2, ""k"": 3}",global,2813,74,2621,126,142,0.42063492063492064,126,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,2158,64,1528,73,77,0.3287671232876712,73,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.9,excursion,"{""m"": 3, ""k"": 5}",global,1235,44,1225,76,89,0.5131578947368421,76,open_the_top_drawer_and_put_the_bowl_inside
rank_footrule_open_all,low,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,685,27,495,22,28,0.45454545454545453,22,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.9,excursion,"{""m"": 4, ""k"": 6}",global,317,23,314,26,32,0.6538461538461539,26,open_the_top_drawer_and_put_the_bowl_inside
rank_footrule_open_all,low,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,166,15,120,10,11,0.3,10,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,hard,"{""confirm"": 1}",global,4298,72,3998,128,142,0.421875,128,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,hard,"{""confirm"": 1}",strat,5308,82,3872,109,109,0.30275229357798167,109,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,hard,"{""confirm"": 2}",global,1665,46,1666,76,88,0.6578947368421053,76,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,hard,"{""confirm"": 2}",strat,786,31,602,24,25,0.2916666666666667,24,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,hard,"{""confirm"": 3}",global,329,11,336,24,29,0.5833333333333334,24,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,hard,"{""confirm"": 3}",strat,89,13,68,4,3,0.5,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.95,excursion,"{""m"": 2, ""k"": 3}",global,1678,46,1680,76,88,0.6578947368421053,76,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,835,33,638,25,26,0.28,25,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,excursion,"{""m"": 3, ""k"": 5}",global,358,13,365,24,29,0.5833333333333334,24,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,130,15,100,8,8,0.25,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.95,excursion,"{""m"": 4, ""k"": 6}",global,28,4,28,3,4,0.6666666666666666,3,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,24,7,17,3,3,0.6666666666666666,3,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.96,hard,"{""confirm"": 1}",global,3689,63,3571,108,118,0.5,108,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,hard,"{""confirm"": 1}",strat,4481,73,3277,91,90,0.32967032967032966,91,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,hard,"{""confirm"": 2}",global,1361,41,1372,62,70,0.7741935483870968,62,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,hard,"{""confirm"": 2}",strat,533,24,421,14,17,0.21428571428571427,14,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,hard,"{""confirm"": 3}",global,182,7,187,17,19,0.8235294117647058,17,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,hard,"{""confirm"": 3}",strat,51,9,38,4,3,0.5,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.96,excursion,"{""m"": 2, ""k"": 3}",global,1372,41,1383,63,72,0.7619047619047619,63,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,561,28,441,15,18,0.2,15,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,excursion,"{""m"": 3, ""k"": 5}",global,195,8,200,17,19,0.8235294117647058,17,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,71,11,56,5,6,0.4,5,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.96,excursion,"{""m"": 4, ""k"": 6}",global,10,3,10,1,1,1.0,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,12,4,9,1,1,1.0,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.98,hard,"{""confirm"": 1}",global,2167,38,2179,66,75,0.8181818181818182,66,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.98,hard,"{""confirm"": 1}",strat,2486,47,1840,47,50,0.40425531914893614,47,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.98,hard,"{""confirm"": 2}",global,667,15,676,33,38,0.9696969696969697,33,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.98,hard,"{""confirm"": 2}",strat,187,11,146,5,6,0.4,5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.98,hard,"{""confirm"": 3}",global,13,1,14,10,12,1.0,10,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.98,hard,"{""confirm"": 3}",strat,9,3,8,1,0,1.0,1,pick_up_the_bbq_sauce_and_place_it_in_the_basket
rank_footrule_open_all,low,0.98,excursion,"{""m"": 2, ""k"": 3}",global,671,15,680,33,38,0.9696969696969697,33,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,189,12,148,5,6,0.4,5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.98,excursion,"{""m"": 3, ""k"": 5}",global,13,1,14,10,12,1.0,10,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,15,4,14,2,1,0.5,2,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate
rank_footrule_open_all,low,0.98,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
rank_footrule_open_all,low,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,1,0,1,0,0,0.0,0,-
rank_footrule_open_all,low,0.99,hard,"{""confirm"": 1}",global,1303,23,1314,49,53,0.9591836734693877,49,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.99,hard,"{""confirm"": 1}",strat,1315,29,979,29,29,0.3103448275862069,29,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.99,hard,"{""confirm"": 2}",global,135,4,141,9,9,1.0,9,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.99,hard,"{""confirm"": 2}",strat,54,6,48,2,2,0.5,2,pick_up_the_bbq_sauce_and_place_it_in_the_basket
rank_footrule_open_all,low,0.99,hard,"{""confirm"": 3}",global,2,0,2,0,0,0.0,0,-
rank_footrule_open_all,low,0.99,hard,"{""confirm"": 3}",strat,1,1,1,0,0,0.0,0,-
rank_footrule_open_all,low,0.99,excursion,"{""m"": 2, ""k"": 3}",global,135,4,141,9,9,1.0,9,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,54,6,48,2,2,0.5,2,pick_up_the_bbq_sauce_and_place_it_in_the_basket
rank_footrule_open_all,low,0.99,excursion,"{""m"": 3, ""k"": 5}",global,2,0,2,0,0,0.0,0,-
rank_footrule_open_all,low,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,3,1,3,0,0,0.0,0,-
rank_footrule_open_all,low,0.99,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
rank_footrule_open_all,low,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,1,0,1,0,0,0.0,0,-
rank_footrule_open_all,low,0.995,hard,"{""confirm"": 1}",global,707,10,711,23,25,0.9130434782608695,23,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.995,hard,"{""confirm"": 1}",strat,663,17,505,14,16,0.21428571428571427,14,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate
rank_footrule_open_all,low,0.995,hard,"{""confirm"": 2}",global,20,1,21,2,2,1.0,2,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
rank_footrule_open_all,low,0.995,hard,"{""confirm"": 2}",strat,23,3,23,2,1,0.5,2,pick_up_the_bbq_sauce_and_place_it_in_the_basket
rank_footrule_open_all,low,0.995,hard,"{""confirm"": 3}",global,0,0,0,0,0,0.0,0,-
rank_footrule_open_all,low,0.995,hard,"{""confirm"": 3}",strat,0,0,0,0,0,0.0,0,-
rank_footrule_open_all,low,0.995,excursion,"{""m"": 2, ""k"": 3}",global,20,1,21,2,2,1.0,2,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
