level,cohort,suite,task,method,k,failure,episodes,scorable,ratio_bin,count
suite,all,libero_goal,all,euclidean,5,False,7792,7548,<=0.5,2374
suite,all,libero_goal,all,euclidean,5,False,7792,7548,"(0.5,1]",3243
suite,all,libero_goal,all,euclidean,5,False,7792,7548,"(1,1.5]",1223
suite,all,libero_goal,all,euclidean,5,False,7792,7548,"(1.5,2]",369
suite,all,libero_goal,all,euclidean,5,False,7792,7548,>2,339
suite,all,libero_goal,all,euclidean,6,False,7792,7548,unscorable,244
suite,all,libero_goal,all,euclidean,6,False,7792,7548,<=0.5,2370
suite,all,libero_goal,all,euclidean,6,False,7792,7548,"(0.5,1]",3248
suite,all,libero_goal,all,euclidean,6,False,7792,7548,"(1,1.5]",1227
suite,all,libero_goal,all,euclidean,6,False,7792,7548,"(1.5,2]",375
suite,all,libero_goal,all,euclidean,6,False,7792,7548,>2,328
suite,all,libero_goal,all,euclidean,7,False,7792,7548,unscorable,244
suite,all,libero_goal,all,euclidean,7,False,7792,7548,<=0.5,2320
suite,all,libero_goal,all,euclidean,7,False,7792,7548,"(0.5,1]",3294
suite,all,libero_goal,all,euclidean,7,False,7792,7548,"(1,1.5]",1230
suite,all,libero_goal,all,euclidean,7,False,7792,7548,"(1.5,2]",372
suite,all,libero_goal,all,euclidean,7,False,7792,7548,>2,332
suite,all,libero_goal,all,euclidean,8,False,7792,7548,unscorable,244
suite,all,libero_goal,all,euclidean,8,False,7792,7548,<=0.5,2290
suite,all,libero_goal,all,euclidean,8,False,7792,7548,"(0.5,1]",3315
suite,all,libero_goal,all,euclidean,8,False,7792,7548,"(1,1.5]",1236
suite,all,libero_goal,all,euclidean,8,False,7792,7548,"(1.5,2]",374
suite,all,libero_goal,all,euclidean,8,False,7792,7548,>2,333
suite,all,libero_goal,all,euclidean,9,False,7792,7548,unscorable,244
suite,all,libero_goal,all,euclidean,9,False,7792,7548,<=0.5,2259
suite,all,libero_goal,all,euclidean,9,False,7792,7548,"(0.5,1]",3347
suite,all,libero_goal,all,euclidean,9,False,7792,7548,"(1,1.5]",1234
suite,all,libero_goal,all,euclidean,9,False,7792,7548,"(1.5,2]",373
suite,all,libero_goal,all,euclidean,9,False,7792,7548,>2,335
suite,all,libero_goal,all,euclidean,10,False,7792,7548,unscorable,244
suite,all,libero_goal,all,euclidean,10,False,7792,7548,<=0.5,2231
suite,all,libero_goal,all,euclidean,10,False,7792,7548,"(0.5,1]",3371
suite,all,libero_goal,all,euclidean,10,False,7792,7548,"(1,1.5]",1236
suite,all,libero_goal,all,euclidean,10,False,7792,7548,"(1.5,2]",374
suite,all,libero_goal,all,euclidean,10,False,7792,7548,>2,336
suite,all,libero_goal,all,euclidean,20,False,7792,7548,unscorable,244
suite,all,libero_goal,all,euclidean,20,False,7792,7548,<=0.5,2286
suite,all,libero_goal,all,euclidean,20,False,7792,7548,"(0.5,1]",3335
suite,all,libero_goal,all,euclidean,20,False,7792,7548,"(1,1.5]",1225
suite,all,libero_goal,all,euclidean,20,False,7792,7548,"(1.5,2]",402
suite,all,libero_goal,all,euclidean,20,False,7792,7548,>2,300
suite,all,libero_goal,all,euclidean,1,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,1,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,1,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,1,True,208,208,"(1,1.5]",35
suite,all,libero_goal,all,euclidean,1,True,208,208,"(1.5,2]",45
suite,all,libero_goal,all,euclidean,1,True,208,208,>2,126
suite,all,libero_goal,all,euclidean,2,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,2,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,2,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,2,True,208,208,"(1,1.5]",36
suite,all,libero_goal,all,euclidean,2,True,208,208,"(1.5,2]",45
suite,all,libero_goal,all,euclidean,2,True,208,208,>2,125
suite,all,libero_goal,all,euclidean,3,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,3,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,3,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,3,True,208,208,"(1,1.5]",35
suite,all,libero_goal,all,euclidean,3,True,208,208,"(1.5,2]",45
suite,all,libero_goal,all,euclidean,3,True,208,208,>2,126
suite,all,libero_goal,all,euclidean,4,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,4,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,4,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,4,True,208,208,"(1,1.5]",35
suite,all,libero_goal,all,euclidean,4,True,208,208,"(1.5,2]",44
suite,all,libero_goal,all,euclidean,4,True,208,208,>2,127
suite,all,libero_goal,all,euclidean,5,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,5,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,5,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,5,True,208,208,"(1,1.5]",36
suite,all,libero_goal,all,euclidean,5,True,208,208,"(1.5,2]",43
suite,all,libero_goal,all,euclidean,5,True,208,208,>2,127
suite,all,libero_goal,all,euclidean,6,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,6,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,6,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,6,True,208,208,"(1,1.5]",36
suite,all,libero_goal,all,euclidean,6,True,208,208,"(1.5,2]",42
suite,all,libero_goal,all,euclidean,6,True,208,208,>2,128
suite,all,libero_goal,all,euclidean,7,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,7,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,7,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,7,True,208,208,"(1,1.5]",36
suite,all,libero_goal,all,euclidean,7,True,208,208,"(1.5,2]",42
suite,all,libero_goal,all,euclidean,7,True,208,208,>2,128
suite,all,libero_goal,all,euclidean,8,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,8,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,8,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,8,True,208,208,"(1,1.5]",37
suite,all,libero_goal,all,euclidean,8,True,208,208,"(1.5,2]",41
suite,all,libero_goal,all,euclidean,8,True,208,208,>2,128
suite,all,libero_goal,all,euclidean,9,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,9,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,9,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,9,True,208,208,"(1,1.5]",37
suite,all,libero_goal,all,euclidean,9,True,208,208,"(1.5,2]",41
suite,all,libero_goal,all,euclidean,9,True,208,208,>2,128
suite,all,libero_goal,all,euclidean,10,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,10,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,10,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,10,True,208,208,"(1,1.5]",37
suite,all,libero_goal,all,euclidean,10,True,208,208,"(1.5,2]",41
suite,all,libero_goal,all,euclidean,10,True,208,208,>2,128
suite,all,libero_goal,all,euclidean,20,True,208,208,unscorable,0
suite,all,libero_goal,all,euclidean,20,True,208,208,<=0.5,0
suite,all,libero_goal,all,euclidean,20,True,208,208,"(0.5,1]",2
suite,all,libero_goal,all,euclidean,20,True,208,208,"(1,1.5]",38
suite,all,libero_goal,all,euclidean,20,True,208,208,"(1.5,2]",39
suite,all,libero_goal,all,euclidean,20,True,208,208,>2,129
suite,all,libero_long,all,euclidean,1,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,1,False,7459,7459,<=0.5,2624
suite,all,libero_long,all,euclidean,1,False,7459,7459,"(0.5,1]",4395
suite,all,libero_long,all,euclidean,1,False,7459,7459,"(1,1.5]",406
suite,all,libero_long,all,euclidean,1,False,7459,7459,"(1.5,2]",34
suite,all,libero_long,all,euclidean,1,False,7459,7459,>2,0
suite,all,libero_long,all,euclidean,2,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,2,False,7459,7459,<=0.5,2911
suite,all,libero_long,all,euclidean,2,False,7459,7459,"(0.5,1]",4122
suite,all,libero_long,all,euclidean,2,False,7459,7459,"(1,1.5]",397
suite,all,libero_long,all,euclidean,2,False,7459,7459,"(1.5,2]",28
suite,all,libero_long,all,euclidean,2,False,7459,7459,>2,1
suite,all,libero_long,all,euclidean,3,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,3,False,7459,7459,<=0.5,3206
suite,all,libero_long,all,euclidean,3,False,7459,7459,"(0.5,1]",3836
suite,all,libero_long,all,euclidean,3,False,7459,7459,"(1,1.5]",391
suite,all,libero_long,all,euclidean,3,False,7459,7459,"(1.5,2]",25
suite,all,libero_long,all,euclidean,3,False,7459,7459,>2,1
suite,all,libero_long,all,euclidean,4,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,4,False,7459,7459,<=0.5,3286
suite,all,libero_long,all,euclidean,4,False,7459,7459,"(0.5,1]",3755
suite,all,libero_long,all,euclidean,4,False,7459,7459,"(1,1.5]",391
suite,all,libero_long,all,euclidean,4,False,7459,7459,"(1.5,2]",26
suite,all,libero_long,all,euclidean,4,False,7459,7459,>2,1
suite,all,libero_long,all,euclidean,5,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,5,False,7459,7459,<=0.5,3257
suite,all,libero_long,all,euclidean,5,False,7459,7459,"(0.5,1]",3785
suite,all,libero_long,all,euclidean,5,False,7459,7459,"(1,1.5]",384
suite,all,libero_long,all,euclidean,5,False,7459,7459,"(1.5,2]",31
suite,all,libero_long,all,euclidean,5,False,7459,7459,>2,2
suite,all,libero_long,all,euclidean,6,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,6,False,7459,7459,<=0.5,3301
suite,all,libero_long,all,euclidean,6,False,7459,7459,"(0.5,1]",3744
suite,all,libero_long,all,euclidean,6,False,7459,7459,"(1,1.5]",377
suite,all,libero_long,all,euclidean,6,False,7459,7459,"(1.5,2]",34
suite,all,libero_long,all,euclidean,6,False,7459,7459,>2,3
suite,all,libero_long,all,euclidean,7,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,7,False,7459,7459,<=0.5,3378
suite,all,libero_long,all,euclidean,7,False,7459,7459,"(0.5,1]",3672
suite,all,libero_long,all,euclidean,7,False,7459,7459,"(1,1.5]",374
suite,all,libero_long,all,euclidean,7,False,7459,7459,"(1.5,2]",32
suite,all,libero_long,all,euclidean,7,False,7459,7459,>2,3
suite,all,libero_long,all,euclidean,8,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,8,False,7459,7459,<=0.5,3571
suite,all,libero_long,all,euclidean,8,False,7459,7459,"(0.5,1]",3524
suite,all,libero_long,all,euclidean,8,False,7459,7459,"(1,1.5]",332
suite,all,libero_long,all,euclidean,8,False,7459,7459,"(1.5,2]",29
suite,all,libero_long,all,euclidean,8,False,7459,7459,>2,3
suite,all,libero_long,all,euclidean,9,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,9,False,7459,7459,<=0.5,3817
suite,all,libero_long,all,euclidean,9,False,7459,7459,"(0.5,1]",3321
suite,all,libero_long,all,euclidean,9,False,7459,7459,"(1,1.5]",293
suite,all,libero_long,all,euclidean,9,False,7459,7459,"(1.5,2]",25
suite,all,libero_long,all,euclidean,9,False,7459,7459,>2,3
suite,all,libero_long,all,euclidean,10,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,10,False,7459,7459,<=0.5,3999
suite,all,libero_long,all,euclidean,10,False,7459,7459,"(0.5,1]",3170
suite,all,libero_long,all,euclidean,10,False,7459,7459,"(1,1.5]",266
suite,all,libero_long,all,euclidean,10,False,7459,7459,"(1.5,2]",21
suite,all,libero_long,all,euclidean,10,False,7459,7459,>2,3
suite,all,libero_long,all,euclidean,20,False,7459,7459,unscorable,0
suite,all,libero_long,all,euclidean,20,False,7459,7459,<=0.5,5225
suite,all,libero_long,all,euclidean,20,False,7459,7459,"(0.5,1]",2075
suite,all,libero_long,all,euclidean,20,False,7459,7459,"(1,1.5]",138
suite,all,libero_long,all,euclidean,20,False,7459,7459,"(1.5,2]",18
suite,all,libero_long,all,euclidean,20,False,7459,7459,>2,3
suite,all,libero_long,all,euclidean,1,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,1,True,541,541,<=0.5,1
suite,all,libero_long,all,euclidean,1,True,541,541,"(0.5,1]",104
suite,all,libero_long,all,euclidean,1,True,541,541,"(1,1.5]",262
suite,all,libero_long,all,euclidean,1,True,541,541,"(1.5,2]",139
suite,all,libero_long,all,euclidean,1,True,541,541,>2,35
suite,all,libero_long,all,euclidean,2,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,2,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,2,True,541,541,"(0.5,1]",96
suite,all,libero_long,all,euclidean,2,True,541,541,"(1,1.5]",243
suite,all,libero_long,all,euclidean,2,True,541,541,"(1.5,2]",166
suite,all,libero_long,all,euclidean,2,True,541,541,>2,36
suite,all,libero_long,all,euclidean,3,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,3,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,3,True,541,541,"(0.5,1]",83
suite,all,libero_long,all,euclidean,3,True,541,541,"(1,1.5]",206
suite,all,libero_long,all,euclidean,3,True,541,541,"(1.5,2]",197
suite,all,libero_long,all,euclidean,3,True,541,541,>2,55
suite,all,libero_long,all,euclidean,4,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,4,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,4,True,541,541,"(0.5,1]",77
suite,all,libero_long,all,euclidean,4,True,541,541,"(1,1.5]",199
suite,all,libero_long,all,euclidean,4,True,541,541,"(1.5,2]",156
suite,all,libero_long,all,euclidean,4,True,541,541,>2,109
suite,all,libero_long,all,euclidean,5,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,5,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,5,True,541,541,"(0.5,1]",72
suite,all,libero_long,all,euclidean,5,True,541,541,"(1,1.5]",193
suite,all,libero_long,all,euclidean,5,True,541,541,"(1.5,2]",126
suite,all,libero_long,all,euclidean,5,True,541,541,>2,150
suite,all,libero_long,all,euclidean,6,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,6,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,6,True,541,541,"(0.5,1]",72
suite,all,libero_long,all,euclidean,6,True,541,541,"(1,1.5]",178
suite,all,libero_long,all,euclidean,6,True,541,541,"(1.5,2]",121
suite,all,libero_long,all,euclidean,6,True,541,541,>2,170
suite,all,libero_long,all,euclidean,7,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,7,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,7,True,541,541,"(0.5,1]",71
suite,all,libero_long,all,euclidean,7,True,541,541,"(1,1.5]",168
suite,all,libero_long,all,euclidean,7,True,541,541,"(1.5,2]",129
suite,all,libero_long,all,euclidean,7,True,541,541,>2,173
suite,all,libero_long,all,euclidean,8,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,8,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,8,True,541,541,"(0.5,1]",72
suite,all,libero_long,all,euclidean,8,True,541,541,"(1,1.5]",167
suite,all,libero_long,all,euclidean,8,True,541,541,"(1.5,2]",126
suite,all,libero_long,all,euclidean,8,True,541,541,>2,176
suite,all,libero_long,all,euclidean,9,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,9,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,9,True,541,541,"(0.5,1]",76
suite,all,libero_long,all,euclidean,9,True,541,541,"(1,1.5]",167
suite,all,libero_long,all,euclidean,9,True,541,541,"(1.5,2]",123
suite,all,libero_long,all,euclidean,9,True,541,541,>2,175
suite,all,libero_long,all,euclidean,10,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,10,True,541,541,<=0.5,0
suite,all,libero_long,all,euclidean,10,True,541,541,"(0.5,1]",80
suite,all,libero_long,all,euclidean,10,True,541,541,"(1,1.5]",167
suite,all,libero_long,all,euclidean,10,True,541,541,"(1.5,2]",118
suite,all,libero_long,all,euclidean,10,True,541,541,>2,176
suite,all,libero_long,all,euclidean,20,True,541,541,unscorable,0
suite,all,libero_long,all,euclidean,20,True,541,541,<=0.5,1
suite,all,libero_long,all,euclidean,20,True,541,541,"(0.5,1]",110
suite,all,libero_long,all,euclidean,20,True,541,541,"(1,1.5]",159
suite,all,libero_long,all,euclidean,20,True,541,541,"(1.5,2]",124
suite,all,libero_long,all,euclidean,20,True,541,541,>2,147
suite,all,libero_object,all,euclidean,1,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,1,False,7919,7919,<=0.5,4397
suite,all,libero_object,all,euclidean,1,False,7919,7919,"(0.5,1]",3395
suite,all,libero_object,all,euclidean,1,False,7919,7919,"(1,1.5]",112
suite,all,libero_object,all,euclidean,1,False,7919,7919,"(1.5,2]",12
suite,all,libero_object,all,euclidean,1,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,2,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,2,False,7919,7919,<=0.5,4399
suite,all,libero_object,all,euclidean,2,False,7919,7919,"(0.5,1]",3387
suite,all,libero_object,all,euclidean,2,False,7919,7919,"(1,1.5]",115
suite,all,libero_object,all,euclidean,2,False,7919,7919,"(1.5,2]",15
suite,all,libero_object,all,euclidean,2,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,3,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,3,False,7919,7919,<=0.5,4424
suite,all,libero_object,all,euclidean,3,False,7919,7919,"(0.5,1]",3368
suite,all,libero_object,all,euclidean,3,False,7919,7919,"(1,1.5]",108
suite,all,libero_object,all,euclidean,3,False,7919,7919,"(1.5,2]",16
suite,all,libero_object,all,euclidean,3,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,4,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,4,False,7919,7919,<=0.5,4429
suite,all,libero_object,all,euclidean,4,False,7919,7919,"(0.5,1]",3357
suite,all,libero_object,all,euclidean,4,False,7919,7919,"(1,1.5]",112
suite,all,libero_object,all,euclidean,4,False,7919,7919,"(1.5,2]",18
suite,all,libero_object,all,euclidean,4,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,5,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,5,False,7919,7919,<=0.5,4454
suite,all,libero_object,all,euclidean,5,False,7919,7919,"(0.5,1]",3333
suite,all,libero_object,all,euclidean,5,False,7919,7919,"(1,1.5]",110
suite,all,libero_object,all,euclidean,5,False,7919,7919,"(1.5,2]",19
suite,all,libero_object,all,euclidean,5,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,6,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,6,False,7919,7919,<=0.5,4455
suite,all,libero_object,all,euclidean,6,False,7919,7919,"(0.5,1]",3333
suite,all,libero_object,all,euclidean,6,False,7919,7919,"(1,1.5]",108
suite,all,libero_object,all,euclidean,6,False,7919,7919,"(1.5,2]",20
suite,all,libero_object,all,euclidean,6,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,7,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,7,False,7919,7919,<=0.5,4452
suite,all,libero_object,all,euclidean,7,False,7919,7919,"(0.5,1]",3333
suite,all,libero_object,all,euclidean,7,False,7919,7919,"(1,1.5]",109
suite,all,libero_object,all,euclidean,7,False,7919,7919,"(1.5,2]",22
suite,all,libero_object,all,euclidean,7,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,8,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,8,False,7919,7919,<=0.5,4434
suite,all,libero_object,all,euclidean,8,False,7919,7919,"(0.5,1]",3350
suite,all,libero_object,all,euclidean,8,False,7919,7919,"(1,1.5]",110
suite,all,libero_object,all,euclidean,8,False,7919,7919,"(1.5,2]",22
suite,all,libero_object,all,euclidean,8,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,9,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,9,False,7919,7919,<=0.5,4427
suite,all,libero_object,all,euclidean,9,False,7919,7919,"(0.5,1]",3355
suite,all,libero_object,all,euclidean,9,False,7919,7919,"(1,1.5]",112
suite,all,libero_object,all,euclidean,9,False,7919,7919,"(1.5,2]",22
suite,all,libero_object,all,euclidean,9,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,10,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,10,False,7919,7919,<=0.5,4436
suite,all,libero_object,all,euclidean,10,False,7919,7919,"(0.5,1]",3345
suite,all,libero_object,all,euclidean,10,False,7919,7919,"(1,1.5]",113
suite,all,libero_object,all,euclidean,10,False,7919,7919,"(1.5,2]",22
suite,all,libero_object,all,euclidean,10,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,20,False,7919,7919,unscorable,0
suite,all,libero_object,all,euclidean,20,False,7919,7919,<=0.5,4828
suite,all,libero_object,all,euclidean,20,False,7919,7919,"(0.5,1]",2950
suite,all,libero_object,all,euclidean,20,False,7919,7919,"(1,1.5]",116
suite,all,libero_object,all,euclidean,20,False,7919,7919,"(1.5,2]",22
suite,all,libero_object,all,euclidean,20,False,7919,7919,>2,3
suite,all,libero_object,all,euclidean,1,True,81,81,unscorable,0
suite,all,libero_object,all,euclidean,1,True,81,81,<=0.5,0
suite,all,libero_object,all,euclidean,1,True,81,81,"(0.5,1]",6
suite,all,libero_object,all,euclidean,1,True,81,81,"(1,1.5]",13
suite,all,libero_object,all,euclidean,1,True,81,81,"(1.5,2]",18
suite,all,libero_object,all,euclidean,1,True,81,81,>2,44
suite,all,libero_object,all,euclidean,2,True,81,81,unscorable,0
suite,all,libero_object,all,euclidean,2,True,81,81,<=0.5,0
suite,all,libero_object,all,euclidean,2,True,81,81,"(0.5,1]",4
suite,all,libero_object,all,euclidean,2,True,81,81,"(1,1.5]",14
suite,all,libero_object,all,euclidean,2,True,81,81,"(1.5,2]",19
suite,all,libero_object,all,euclidean,2,True,81,81,>2,44
suite,all,libero_object,all,euclidean,3,True,81,81,unscorable,0
suite,all,libero_object,all,euclidean,3,True,81,81,<=0.5,0
suite,all,libero_object,all,euclidean,3,True,81,81,"(0.5,1]",3
