method,threshold_mode,suite,task,episodes,risks,alarms,tp,fp,precision,recall,mean_matched_prior,lift
v4_dual_regime,per_task,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
v4_dual_regime,per_task,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,48,47,1,0.9791666666666666,0.9215686274509803,0.9694021826037428,1.0100726862783589
v4_dual_regime,per_task,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,2,1,1,0.5,1.0,0.7757503832270187,0.6445372259051505
v4_dual_regime,per_task,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,9,8,1,0.8888888888888888,0.4444444444444444,0.51259800019834,1.73408575247065
v4_dual_regime,per_task,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,7,7,0,1.0,0.7777777777777778,0.31481024542296215,3.1765166939101794
v4_dual_regime,per_task,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,16,16,0,1.0,1.0,0.20617919075144509,4.850149990187558
v4_dual_regime,per_task,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,8,7,1,0.875,0.7777777777777778,0.2911118730321793,3.005717324017486
v4_dual_regime,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,2,1,1,0.5,1.0,0.9464285714285714,0.5283018867924528
v4_dual_regime,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,1,0,1.0,1.0,0.212,4.716981132075472
v4_dual_regime,per_task,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
v4_dual_regime,per_task,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,8,4,4,0.5,1.0,0.17658830066413816,2.831444654711153
v4_dual_regime,per_task,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,7,1,6,0.14285714285714285,1.0,0.13158346955837677,1.0856769724692852
v4_dual_regime,per_task,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,15,1,14,0.06666666666666667,1.0,0.16447029189627443,0.40534169361547046
v4_dual_regime,per_task,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,94,89,5,0.9468085106382979,0.5894039735099338,0.5480555870224751,1.727577517788301
v4_dual_regime,per_task,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,35,29,6,0.8285714285714286,0.9666666666666667,0.12741180658544118,6.503097717367317
v4_dual_regime,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,10,8,2,0.8,0.8,0.13547829494633512,5.905004933202705
v4_dual_regime,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,9,3,6,0.3333333333333333,0.75,0.2924294826493781,1.1398759465474237
v4_dual_regime,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,20,19,1,0.95,0.95,0.5135091818287331,1.8500156055960193
v4_dual_regime,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,46,36,10,0.782608695652174,0.7659574468085106,0.5377570007623557,1.4553203297078463
v4_dual_regime,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,23,6,17,0.2608695652173913,1.0,0.18895570258646002,1.380585828564903
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,3,3,0,1.0,1.0,0.6577294685990339,1.5203819316929854
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,10,9,1,0.9,0.9,0.7044873038924127,1.2775247971501351
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,5,5,0,1.0,0.7142857142857143,0.5260769685541262,1.900862534903224
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,1,1,0,1.0,1.0,0.9166666666666666,1.090909090909091
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,3,3,0,1.0,0.42857142857142855,0.868840579710145,1.1509591326105086
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,4,3,1,0.75,0.6,0.7199403322044832,1.041752998756818
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,3,3,0,1.0,0.75,0.701727738750712,1.4250541125541125
v4_dual_regime,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,4,4,0,1.0,0.5714285714285714,0.4375394788484056,2.285508047484031
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,3,3,0,1.0,1.0,0.9633128641158873,1.0380843412880025
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,12,12,0,1.0,0.8571428571428571,0.9774230680010182,1.023098423536448
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,1,1,0,1.0,0.3333333333333333,0.8536585365853658,1.1714285714285715
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,20,19,1,0.95,0.7916666666666666,0.9643762341539835,0.9850927121129283
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,5,5,0,1.0,0.625,0.9817787845956861,1.018559390048154
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,14,13,1,0.9285714285714286,1.0,0.9547106513838411,0.9726207906295755
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,11,11,0,1.0,0.9166666666666666,0.9158264724451317,1.0919099087954254
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,27,26,1,0.9629629629629629,0.6341463414634146,0.9556762911972706,1.0076246233508248
v4_dual_regime,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,5,5,0,1.0,0.23809523809523808,0.9845365901703931,1.0157062825130052
v7:freeze,task_agnostic,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
v7:freeze,task_agnostic,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,38,38,0,1.0,0.7450980392156863,0.9698842848665138,1.0310508331801984
v7:freeze,task_agnostic,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,1,1,0,1.0,1.0,0.9906542056074766,1.009433962264151
v7:freeze,task_agnostic,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,0,0,0,,0.0,,
v7:freeze,task_agnostic,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,1,1,0,1.0,0.1111111111111111,0.2231578947368421,4.481132075471698
v7:freeze,task_agnostic,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,16,16,0,1.0,1.0,0.18112928235936734,5.520918467594666
v7:freeze,task_agnostic,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,3,3,0,1.0,0.3333333333333333,0.9728547528391766,1.0279026720911861
v7:freeze,task_agnostic,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,1,1,0,1.0,1.0,0.9217391304347826,1.0849056603773586
v7:freeze,task_agnostic,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,1,0,1.0,1.0,0.20423892100192678,4.89622641509434
v7:freeze,task_agnostic,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
v7:freeze,task_agnostic,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,4,4,0,1.0,1.0,0.6857428715446217,1.458272541349968
v7:freeze,task_agnostic,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,4,1,3,0.25,1.0,0.1730174677517089,1.4449408100155872
v7:freeze,task_agnostic,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,8,1,7,0.125,1.0,0.18457810363988494,0.6772200902219537
v7:freeze,task_agnostic,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,113,102,11,0.9026548672566371,0.6754966887417219,0.5294401184145635,1.7049234386689187
v7:freeze,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,29,27,2,0.9310344827586207,0.9,0.24726660439315643,3.765306216921499
v7:freeze,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,9,8,1,0.8888888888888888,0.8,0.11104448105436575,8.004800242649626
v7:freeze,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,4,2,2,0.5,0.5,0.18364462438793577,2.722649800757504
v7:freeze,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,15,14,1,0.9333333333333333,0.7,0.481505603848679,1.9383644258201584
v7:freeze,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,32,27,5,0.84375,0.574468085106383,0.5545231498860103,1.5215775936017175
v7:freeze,task_agnostic,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,25,6,19,0.24,1.0,0.14106570381909422,1.7013348638431727
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,3,2,1,0.6666666666666666,0.6666666666666666,0.7557169015205796,0.8821645583488542
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,4,4,0,1.0,0.4,0.8744553823717072,1.1435689231939878
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,2,0,2,0.0,,0.020015893866639503,0.0
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,1,1,0,1.0,1.0,0.8301886792452831,1.2045454545454546
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,5,4,1,0.8,0.5714285714285714,0.5924180460889322,1.3503977559115512
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,3,1,2,0.3333333333333333,0.2,0.3318078545926647,1.0045974762789787
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,3,3,0,1.0,0.75,0.6322222222222221,1.5817223198594026
v7:freeze,task_agnostic,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,2,2,0,1.0,0.2857142857142857,0.19149797570850202,5.221987315010571
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,2,2,0,1.0,0.6666666666666666,0.9757163671685285,1.0248880039820805
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,8,8,0,1.0,0.5714285714285714,0.9799184545420583,1.020493078138146
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,5,4,1,0.8,0.16666666666666666,0.9777561923263722,0.8181998807868069
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,4,4,0,1.0,0.5,0.9841918644735547,1.016062046534901
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,12,11,1,0.9166666666666666,0.8461538461538461,0.9413781765187919,0.9737496465623325
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,6,6,0,1.0,0.5,0.970065384284283,1.0308583485202936
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,32,32,0,1.0,0.7804878048780488,0.9807713534644085,1.0196056363877979
v7:freeze,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,6,6,0,1.0,0.2857142857142857,0.9813191503332348,1.0190364670458347
v7:acceleration,task_agnostic,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
v7:acceleration,task_agnostic,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,2,1,1,0.5,0.0196078431372549,0.7711640211640212,0.6483704974271012
v7:acceleration,task_agnostic,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,7,1,6,0.14285714285714285,1.0,0.6398522930512576,0.2232658137019426
v7:acceleration,task_agnostic,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,10,9,1,0.9,0.5,0.6463912600107214,1.3923455586096136
v7:acceleration,task_agnostic,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,9,9,0,1.0,1.0,0.9076688038469245,1.1017234433548373
v7:acceleration,task_agnostic,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,0,0,0,,0.0,,
v7:acceleration,task_agnostic,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,7,7,0,1.0,0.7777777777777778,0.8965004531280661,1.1154484044160866
v7:acceleration,task_agnostic,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
v7:acceleration,task_agnostic,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
v7:acceleration,task_agnostic,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
v7:acceleration,task_agnostic,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,3,1,2,0.3333333333333333,0.25,0.3695437352245863,0.902013216732665
v7:acceleration,task_agnostic,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,19,1,18,0.05263157894736842,1.0,0.09701946993180358,0.5424847093512667
v7:acceleration,task_agnostic,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,55,1,54,0.01818181818181818,1.0,0.1498791261922463,0.12130987578948656
v7:acceleration,task_agnostic,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,112,79,33,0.7053571428571429,0.5231788079470199,0.5770274225562331,1.2223979576783524
v7:acceleration,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,68,21,47,0.3088235294117647,0.7,0.10868211076045656,2.8415304713066782
v7:acceleration,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,15,9,6,0.6,0.9,0.4408804898286331,1.3609130225590509
v7:acceleration,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,14,4,10,0.2857142857142857,1.0,0.33311863840857797,0.857695285617283
v7:acceleration,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,17,12,5,0.7058823529411765,0.6,0.5889913162730319,1.1984596944617072
v7:acceleration,task_agnostic,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,49,43,6,0.8775510204081632,0.9148936170212766,0.42891895018042764,2.0459600118834
v7:acceleration,task_agnostic,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,18,6,12,0.3333333333333333,1.0,0.2691261801708063,1.238576392388792
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,2,1,1,0.5,0.3333333333333333,0.7,0.7142857142857143
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,6,6,0,1.0,0.6,0.721096404433026,1.3867771269588656
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,8,7,1,0.875,1.0,0.5652468511021143,1.5479962396852478
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,6,6,0,1.0,0.8571428571428571,0.8985572570109075,1.112895135170959
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,3,3,0,1.0,0.6,0.9777777777777777,1.0227272727272727
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
v7:acceleration,task_agnostic,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,2,2,0,1.0,0.2857142857142857,0.7184810126582278,1.3918252290345314
v7:acceleration,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,1,0,1,0.0,0.0,0.9655172413793104,0.0
v7:acceleration,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
v7:acceleration,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
v7:acceleration,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,2,2,0,1.0,0.6666666666666666,0.9197870147715561,1.0872082166199815
v7:acceleration,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,17,16,1,0.9411764705882353,0.6666666666666666,0.9767434900137812,0.9635861208298976
v7:acceleration,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,3,3,0,1.0,0.375,0.9611084868524641,1.0404652686762779
v7:acceleration,task_agnostic,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,13,13,0,1.0,1.0,0.9801907992411427,1.0202095355049174
